path,.,_id,imageUrl,annotation,brush,annotation.0
samples.269,,s4k94na4q,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_270_img_000000071_c0.png,go-left,complete,
samples.270,,sebogrbsb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_271_img_000000071_c0.png,go-forward,complete,
samples.271,,sa5sc77gn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_272_img_000000072_c0.png,stationary,complete,
samples.272,,st3wp4pvd,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_273_img_000000073_c0.png,go-right,complete,
samples.273,,se8kl525s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_274_img_000000074_c0.png,go-left,complete,
samples.274,,srne3ujcl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_275_img_000000074_c0.png,go-forward,complete,
samples.275,,sv9dwrr54,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_276_img_000000074_c0.png,go-forward,complete,
samples.276,,svicbi44r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_277_img_000000074_c0.png,go-forward,complete,
samples.277,,s4wfg9xa8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_278_img_000000074_c0.png,go-right,complete,
samples.278,,s8rwfk7km,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_279_img_000000075_c0.png,go-right,complete,
samples.279,,s7n01g6qa,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_280_img_000000075_c0.png,go-forward,complete,
samples.280,,s8rxp4p35,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_281_img_000000075_c0.png,go-forward,complete,
samples.281,,spknea5as,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_282_img_000000075_c0.png,go-right,complete,
samples.282,,svrvg1ymg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_283_img_000000075_c0.png,go-forward,complete,
samples.283,,s70i0nudr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_284_img_000000076_c0.png,go-right,complete,
samples.284,,sk0zwvg0l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_285_img_000000077_c0.png,go-forward,complete,
samples.285,,spd51xbys,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_286_img_000000078_c0.png,go-left,complete,
samples.286,,sv6qa7jk7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_287_img_000000079_c0.png,go-left,complete,
samples.287,,so2x7jjdb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_288_img_000000079_c0.png,go-backward,complete,
samples.288,,so42kuirl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_289_img_000000080_c0.png,go-left,complete,
samples.289,,s06xj98en,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_290_img_000000080_c0.png,go-left,complete,
samples.290,,sf8gvzky5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_291_img_000000080_c0.png,go-forward,complete,
samples.291,,s6f3xa77h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_292_img_000000080_c0.png,go-backward,complete,
samples.292,,s3tab2hpu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_293_img_000000080_c0.png,stationary,complete,
samples.293,,shyfbu32u,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_294_img_000000081_c0.png,go-right,complete,
samples.294,,s3skclqsr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_295_img_000000081_c0.png,go-left,complete,
samples.295,,su7glt5ym,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_296_img_000000081_c0.png,go-left,complete,
samples.296,,sghyppoyp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_297_img_000000081_c0.png,go-left,complete,
samples.297,,sa3wr9etz,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_298_img_000000081_c0.png,go-left,complete,
samples.298,,s5i831qwr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_299_img_000000081_c0.png,go-left,complete,
samples.299,,s3bjcmipj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_300_img_000000081_c0.png,go-forward,complete,
samples.300,,sjcw616kl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_301_img_000000082_c0.png,go-backward,complete,
samples.301,,srrw0l6va,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_302_img_000000082_c0.png,go-left,complete,
samples.302,,suuqk02zu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_303_img_000000082_c0.png,go-left,complete,
samples.303,,s06s6lm0f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_304_img_000000082_c0.png,go-left,complete,
samples.304,,sns2h4l4o,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_305_img_000000082_c0.png,go-forward,complete,
samples.305,,shfo8pgw9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_306_img_000000082_c0.png,go-backward,complete,
samples.306,,sh2amqjq5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_307_img_000000083_c0.png,go-right,complete,
samples.307,,sthvcigsf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_308_img_000000083_c0.png,go-left,complete,
samples.308,,sympfb6ih,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_309_img_000000083_c0.png,go-left,complete,
samples.309,,shrx539e4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_310_img_000000084_c0.png,go-left,complete,
samples.310,,s04k93laq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_311_img_000000085_c0.png,go-backward,complete,
samples.311,,su8qdhfap,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_312_img_000000086_c0.png,go-right,complete,
samples.312,,sgrx9607r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_313_img_000000086_c0.png,go-right,complete,
samples.313,,sa64jnpxa,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_314_img_000000086_c0.png,go-right,complete,
samples.314,,s8yvyj5im,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_315_img_000000086_c0.png,go-right,complete,
samples.315,,sy877rv2s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_316_img_000000087_c0.png,go-right,complete,
samples.316,,soxy5mccr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_317_img_000000087_c0.png,go-right,complete,
samples.317,,s9suu3aln,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_318_img_000000087_c0.png,go-right,complete,
samples.318,,s1nkk3cwh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_319_img_000000087_c0.png,go-right,complete,
samples.319,,sittgfufg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_320_img_000000087_c0.png,go-left,complete,
samples.320,,sfbjr57r5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_321_img_000000087_c0.png,go-left,complete,
samples.321,,sy3hsrz2k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_322_img_000000088_c0.png,go-forward,complete,
samples.322,,sxykw0czd,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_323_img_000000089_c0.png,go-left,complete,
samples.323,,slso2iw6z,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_324_img_000000090_c0.png,go-right,complete,
samples.324,,sn6vj7naq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_325_img_000000090_c0.png,go-right,complete,
samples.325,,szlmn01sh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_326_img_000000090_c0.png,go-right,complete,
samples.326,,svvrh8hkb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_327_img_000000091_c0.png,go-right,complete,
samples.327,,s6ntdqcnd,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_328_img_000000091_c0.png,go-right,complete,
samples.328,,s197476qe,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_329_img_000000091_c0.png,go-left,complete,
samples.329,,sygrkxp2k,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_330_img_000000091_c0.png,go-backward,complete,
samples.330,,ssnuq3t09,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_331_img_000000092_c0.png,stationary,complete,
samples.331,,s80omoyo7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_332_img_000000092_c0.png,stationary,complete,
samples.332,,sk6g3o18h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_333_img_000000092_c0.png,stationary,complete,
samples.333,,seyal538b,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_334_img_000000092_c0.png,stationary,complete,
samples.334,,sbi96xe64,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_335_img_000000092_c0.png,go-left,complete,
samples.335,,sddlplbqp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_336_img_000000092_c0.png,stationary,complete,
samples.336,,s0ir55lnk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_337_img_000000092_c0.png,go-right,complete,
samples.337,,sh8501bw8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_338_img_000000093_c0.png,go-right,complete,
samples.338,,se0mkoatj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_339_img_000000093_c0.png,go-right,complete,
samples.339,,seqyho5ja,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_340_img_000000093_c0.png,go-right,complete,
samples.340,,sa3hymx3t,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_341_img_000000093_c0.png,go-backward,complete,
samples.341,,s7u4c3n8n,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_342_img_000000093_c0.png,go-backward,complete,
samples.342,,ss007wvmt,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_343_img_000000093_c0.png,go-left,complete,
samples.343,,s8ynqy6oi,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_344_img_000000093_c0.png,stationary,complete,
samples.344,,sbcr7gx75,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_345_img_000000094_c0.png,go-right,complete,
samples.345,,syav2agkq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_346_img_000000094_c0.png,go-forward,complete,
samples.346,,s01up8nsf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_347_img_000000094_c0.png,go-backward,complete,
samples.347,,ssc9u16lp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_348_img_000000094_c0.png,go-forward,complete,
samples.348,,szmwyteul,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_349_img_000000094_c0.png,stationary,complete,
samples.349,,s9y0c3u35,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_350_img_000000095_c0.png,go-backward,complete,
samples.350,,siof7ijv3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_351_img_000000095_c0.png,go-backward,complete,
samples.351,,sevln8zgo,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_352_img_000000096_c0.png,go-backward,complete,
samples.352,,suxrc962r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_353_img_000000096_c0.png,go-backward,complete,
samples.353,,sglrewo4d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_354_img_000000097_c0.png,go-backward,complete,
samples.354,,sjjmj9qaq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_355_img_000000097_c0.png,go-left,complete,
samples.355,,s4zsjqnuq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_356_img_000000097_c0.png,go-right,complete,
samples.356,,sdioa9c3d,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_357_img_000000097_c0.png,stationary,complete,
samples.357,,s94nbm2o3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_358_img_000000098_c0.png,go-left,complete,
samples.358,,ssbieypiq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_359_img_000000098_c0.png,go-left,complete,
samples.359,,s06lz0hwz,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_360_img_000000098_c0.png,go-left,complete,
samples.360,,s4d6yjm03,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_361_img_000000098_c0.png,go-left,complete,
samples.361,,squbc9l3q,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_362_img_000000098_c0.png,stationary,complete,
samples.362,,sfyxv4kvh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_363_img_000000098_c0.png,go-left,complete,
samples.363,,subx39smu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_364_img_000000100_c0.png,go-left,complete,
samples.364,,seh9dn1pi,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_365_img_000000100_c0.png,go-left,complete,
samples.365,,sumni4h0h,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_366_img_000000100_c0.png,go-right,complete,
samples.366,,sccp8225r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_367_img_000000099_c0.png,go-left,complete,
samples.367,,sssw52hmr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_368_img_000000099_c0.png,go-left,complete,
samples.368,,shgc9zvhv,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_369_img_000000099_c0.png,go-left,complete,
samples.369,,sl5pxt2pn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_370_img_000000099_c0.png,go-left,complete,
samples.370,,s979ff8em,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_371_img_000000099_c0.png,go-left,complete,
samples.371,,sgrhbe8qi,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_372_img_000000099_c0.png,go-left,complete,
samples.372,,synul1jj5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_373_img_000000099_c0.png,go-left,complete,
samples.373,,svr51ujyn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_374_img_000000101_c0.png,go-right,complete,
samples.374,,svvmiesw9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_375_img_000000101_c0.png,go-right,complete,
samples.375,,s0yzgd7pm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_376_img_000000101_c0.png,go-forward,complete,
samples.376,,sr3omgbld,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_377_img_000000101_c0.png,go-right,complete,
samples.377,,sncbdjbgr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_378_img_000000101_c0.png,go-right,complete,
samples.378,,s5izpfak9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_379_img_000000101_c0.png,go-right,complete,
samples.379,,s8emjwtxx,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_380_img_000000101_c0.png,go-forward,complete,
samples.380,,s9t00b8zt,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_381_img_000000101_c0.png,go-right,complete,
samples.381,,soqr1iyal,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_382_img_000000101_c0.png,go-right,complete,
samples.382,,srv1u204g,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_383_img_000000102_c0.png,go-right,complete,
samples.383,,s1vk8irsq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_384_img_000000102_c0.png,go-right,complete,
samples.384,,sr6b48gpe,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_385_img_000000102_c0.png,go-right,complete,
samples.385,,siynqlzf7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_386_img_000000102_c0.png,go-forward,complete,
samples.386,,skh2frtb9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_387_img_000000102_c0.png,go-right,complete,
samples.387,,szsy4yurf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_388_img_000000102_c0.png,go-right,complete,
samples.388,,sp7m4lg4f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_389_img_000000102_c0.png,go-right,complete,
samples.389,,s1ws0t8sf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_390_img_000000102_c0.png,go-backward,complete,
samples.390,,se37vev6x,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_391_img_000000102_c0.png,stationary,complete,
samples.391,,s8k3zelil,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_392_img_000000103_c0.png,go-left,complete,
samples.392,,swpcmt7a9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_393_img_000000103_c0.png,go-backward,complete,
samples.393,,s446392jj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_394_img_000000103_c0.png,go-right,complete,
samples.394,,s3g4hg0zf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_395_img_000000103_c0.png,go-forward,complete,
samples.395,,sdp634ygm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_396_img_000000103_c0.png,go-forward,complete,
samples.396,,s9qekp4dg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_397_img_000000104_c0.png,go-left,complete,
samples.397,,se1rejhu5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_398_img_000000104_c0.png,go-forward,complete,
samples.398,,sehmyhnre,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_399_img_000000104_c0.png,go-forward,complete,
samples.399,,sacdxd0dl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_400_img_000000104_c0.png,stationary,complete,
samples.400,,sg3edgr8p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_401_img_000000104_c0.png,go-forward,complete,
samples.401,,stcsmbgi1,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_402_img_000000104_c0.png,go-forward,complete,
samples.402,,stffl2yd9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_403_img_000000104_c0.png,go-backward,complete,
samples.403,,s4evwive4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_404_img_000000104_c0.png,go-forward,complete,
samples.404,,shajwn1re,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_405_img_000000105_c0.png,go-backward,complete,
